,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,brand,model
354,547000,29927,Petrol,Auto,2,2017,1197,5,Hyundai,Grand i10
355,1975000,48019,Petrol,Auto,1,2017,1997,5,Honda,CR-V 2.0L
356,675000,27311,Petrol,Man,2,2017,1197,5,Hyundai,Grand i10
357,2050000,14000,Diesel,Man,1,2021,2179,7,Mahindra,XUV500 W11
358,315000,64640,Petrol,Man,1,2009,1197,5,Hyundai,i10 Magna
359,499000,96505,Petrol,Man,2,2012,1497,5,Honda,City i
360,3200000,90479,Diesel,Auto,1,2018,2755,7,Toyota,Fortuner 2.8
361,965000,3500,Petrol,Man,1,2022,1197,5,Hyundai,Venue S
362,855000,42374,Petrol,Man,1,2018,1198,5,Tata,Nexon 1.2
363,710000,45879,Diesel,Man,1,2016,1248,5,Maruti,Baleno 1.3
364,572000,120000,Diesel,Man,2,2016,1248,5,Maruti,Ciaz VDi
365,470000,89680,Petrol,Man,2,2015,1197,5,Hyundai,Grand i10
366,1275000,99000,Diesel,Auto,3,2012,1995,5,BMW,3 Series
367,110000,90000,Petrol,Man,3,1998,993,5,Maruti,Zen VXI
368,5975000,27000,Diesel,Auto,1,2018,2993,5,BMW,X5 xDrive
369,1465000,79776,Diesel,Auto,1,2015,1968,5,Skoda,Superb Elegance
370,5400000,67000,Diesel,Auto,1,2011,2982,7,Toyota,Land Cruiser
371,1475000,108000,Diesel,Man,1,2017,1968,5,Skoda,Octavia 2.0
372,945000,58000,Diesel,Man,1,2019,1498,5,Volkswagen,Vento 1.5
373,2275000,32067,Petrol,Auto,1,2018,1798,5,Skoda,Octavia 1.8
374,1950000,52187,Diesel,Man,2,2017,2393,7,Toyota,Innova Crysta
375,5875000,17100,Diesel,Auto,1,2019,2993,5,BMW,5 Series
376,1940000,9562,Petrol,Auto,1,2021,1451,6,MG,Hector Plus
377,1810000,36388,Diesel,Man,1,2019,1956,5,MG,Hector Sharp
378,975000,45000,Diesel,Auto,2,2011,2143,5,Mercedes-Benz,C-Class C
379,1775000,36149,Diesel,Man,1,2019,1956,5,Jeep,Compass 2.0
380,1695000,20155,Petrol,Man,1,2020,1353,5,Kia,Seltos GTX
381,1675000,51904,Petrol,Auto,1,2019,1451,5,MG,Hector Sharp
382,725000,54000,Petrol,Auto,1,2015,1197,5,Volkswagen,Polo GT
383,1565000,31727,Petrol,Man,2,2019,1353,5,Kia,Seltos GTX
384,1445000,73986,Diesel,Auto,1,2017,2179,7,Mahindra,XUV500 AT
385,1425000,7100,Diesel,Man,1,2021,1493,5,Kia,Sonet 1.5
386,1395000,5397,Petrol,Man,1,2021,998,5,Kia,Sonet GTX
387,4950000,65000,Diesel,Auto,1,2018,1995,5,BMW,X3 xDrive
388,700000,90000,Diesel,Man,1,2017,1396,5,Hyundai,i20 1.4
389,475000,80000,Petrol,Man,2,2013,1197,5,Maruti,Swift Dzire
390,700000,91000,Petrol,Auto,2,2015,1197,5,Volkswagen,Polo GT
391,2375000,69000,Diesel,Auto,2,2010,2993,5,BMW,7 Series
392,1750000,89000,Diesel,Man,2,2014,2982,7,Toyota,Fortuner 4x2
393,825000,95254,Diesel,Man,1,2013,2199,7,Hyundai,Santa Fe
394,1050000,51000,Petrol,Man,1,2016,1591,5,Hyundai,Creta 1.6
395,395000,62000,Petrol,Auto,2,2014,1197,5,Hyundai,i10 Sportz
396,1235000,120000,Diesel,Man,1,2017,2179,7,Tata,Hexa XT
397,2575000,2000,Diesel,Auto,1,2022,1956,5,Tata,Harrier XZA
398,685000,46000,Petrol,Man,1,2017,999,5,Volkswagen,Polo Cup
399,945000,65000,Diesel,Man,2,2017,1248,7,Maruti,Ertiga SHVS
400,425000,22248,Petrol,Man,1,2017,998,5,Maruti,Alto K10
401,4300000,40000,Diesel,Auto,1,2018,1995,5,BMW,5 Series
402,575000,73000,Petrol,Man,1,2013,1497,5,Honda,City i
403,1145000,54000,Petrol,Auto,1,2021,999,5,Volkswagen,Polo GT
404,260000,90000,Petrol,Man,2,2006,1799,5,Honda,Civic 1.8
405,2725000,15000,Petrol,Auto,1,2021,1368,5,Jeep,Compass Model
406,1820000,30000,Diesel,Auto,1,2021,1493,5,Kia,Seltos GTX
407,2795000,26000,Diesel,Auto,1,2016,2179,5,Jaguar,XF 2.2
408,350000,155000,Diesel,Man,2,2006,2609,7,Mahindra,Scorpio SLX
409,3425000,29366,Petrol,Auto,1,2019,1991,5,Mercedes-Benz,GLA Class
410,675000,28211,Petrol,Man,1,2016,1198,5,Volkswagen,Polo 1.2
411,1675000,40000,Petrol,Auto,1,2019,1353,5,Kia,Seltos GTX
412,2450000,54000,Diesel,Auto,1,2015,1995,5,BMW,5 Series
413,1025000,82000,Diesel,Man,2,2015,2179,7,Mahindra,XUV500 W8
414,465000,117000,Petrol,Man,1,2011,1591,5,Hyundai,Verna 1.6
415,1125000,111000,Diesel,Man,2,2015,2179,8,Mahindra,Scorpio S10
416,795000,108000,Diesel,Auto,1,2018,1248,5,Maruti,Swift Dzire
417,330000,4000,Petrol,Man,1,2017,796,5,Maruti,Omni 8
418,685000,290000,Diesel,Man,3,2011,2494,7,Toyota,Innova 2.5
419,3590000,35000,Diesel,Auto,1,2019,3198,7,Ford,Endeavour 3.2
420,1795000,13000,Petrol,Auto,1,2020,1451,5,MG,Hector Sharp
421,490000,60000,Petrol,Man,1,2018,1194,5,Ford,Freestyle Titanium
422,975000,90000,Diesel,Man,1,2018,1498,5,Ford,Ecosport 1.5
423,3375000,16975,Diesel,Auto,2,2019,2143,5,Mercedes-Benz,GLA Class
424,575000,11000,Petrol,Man,1,2018,1197,5,Hyundai,Grand i10
425,985000,59000,Diesel,Man,1,2018,1498,5,Skoda,Rapid 1.5
426,225000,46000,Lpg,Man,2,2008,1061,5,Maruti,Wagon R
427,135000,80000,Petrol,Man,3,2004,796,5,Maruti,Alto LXi
428,750000,25000,Petrol,Man,1,2019,1197,5,Hyundai,i20 Petrol
429,725000,54801,Petrol,Man,2,2018,1197,5,Hyundai,i20 1.2
430,200000,75000,Petrol,Auto,2,2005,2997,5,Honda,Accord V6
431,865000,130000,Diesel,Man,1,2017,1248,5,Maruti,Vitara Brezza
432,310000,71000,Petrol,Man,2,2013,1495,5,Hyundai,Accent Executive
433,1000000,70000,Petrol,Auto,1,2010,1198,5,Honda,CR-V AT
434,1045000,14115,Petrol,Man,1,2019,998,5,Hyundai,Venue SX
435,750000,30000,Petrol,Man,2,2019,1199,5,Honda,Amaze VX
436,3995000,63170,Diesel,Auto,1,2017,1995,5,BMW,X3 xDrive20d
437,295000,80000,Petrol,Man,2,2006,1794,5,Toyota,Corolla Executive
438,3295000,47253,Diesel,Auto,1,2018,2143,5,Mercedes-Benz,CLA 200
439,295000,56117,Diesel,Man,1,2009,2498,7,Mahindra,Xylo E4
440,3395000,14324,Diesel,Auto,1,2018,2143,5,Mercedes-Benz,CLA 200
441,3445000,27600,Petrol,Auto,1,2018,1991,5,Mercedes-Benz,C-Class C
442,1949000,38391,Petrol,Auto,1,2018,1798,5,Skoda,Octavia 1.8
443,3245000,49000,Diesel,Auto,1,2018,1968,5,Audi,A4 35
444,775000,45000,Diesel,Man,1,2017,1498,5,Ford,Ecosport 1.5
445,695000,68000,Diesel,Auto,2,2014,1998,5,Chevrolet,Cruze LTZ
446,825000,67000,Diesel,Man,1,2018,1248,5,Maruti,Baleno 1.3
447,775000,80000,Petrol,Man,1,2018,1197,5,Hyundai,i20 1.2
448,675000,62000,Petrol,Man,1,2016,1199,5,Volkswagen,Polo 1.2
449,250000,50000,Diesel,Man,2,2009,2179,7,Tata,New Safari
450,695000,100000,Diesel,Man,3,2012,2179,7,Mahindra,XUV500 W8
451,275000,75000,Petrol,Man,5,2006,1497,5,Honda,City GXi
452,650000,120000,Diesel,Man,2,2014,2179,7,Mahindra,XUV500 W6
453,1745000,37000,Diesel,Auto,2,2016,2143,5,Mercedes-Benz,B Class
454,3100000,64000,Diesel,Auto,1,2018,1968,5,Audi,Q3 35
455,695000,79000,Diesel,Man,2,2015,1364,5,Toyota,Etios Cross
456,180000,80000,Petrol,Man,1,2007,1388,5,Ford,Fiesta 1.4
457,475000,14000,Petrol,Man,1,2014,998,5,Maruti,Celerio VXI
458,525000,28217,Petrol,Auto,2,2018,998,5,Maruti,Celerio ZXI
459,140000,90000,Petrol,Man,2,2003,998,5,Maruti,Wagon R
460,185000,120000,Petrol,Man,2,2005,999,5,Honda,City 1.5
461,1045000,26000,Petrol,Man,1,2021,2987,5,Volkswagen,Vento 1.0
462,3000000,100000,Diesel,Auto,2,2013,1086,7,Mercedes-Benz,GL-Class 350
463,500000,50000,Petrol,Man,1,2019,1461,5,Hyundai,Santro Sportz
464,875000,70000,Diesel,Man,1,2019,1198,5,Renault,Duster 85PS
465,362000,80000,Petrol,Man,3,2016,1196,5,Honda,Amaze E
466,180000,157000,Petrol,Man,3,2010,2184,5,Ford,Figo Petrol
467,1745000,15550,Diesel,Man,1,2021,1248,4,Mahindra,Thar LX
468,800000,80000,Diesel,Man,1,2017,2179,7,Maruti,Ertiga SHVS
469,1395000,59432,Diesel,Auto,1,2017,1598,7,Mahindra,XUV500 AT
470,1045000,53047,Petrol,Man,1,2020,1598,5,Skoda,Rapid 1.6
471,775000,46464,Petrol,Man,1,2016,998,5,Volkswagen,Vento 1.6
472,120000,70000,Petrol,Man,4,2007,1461,5,Maruti,Zen Estilo
473,1075000,23000,Diesel,Man,2,2019,2199,5,Renault,Duster 85PS
474,3450000,30000,Diesel,Auto,1,2020,2143,7,Kia,Carnival Limousine
475,4875000,22000,Diesel,Auto,1,2018,2596,5,Mercedes-Benz,GLC 220d
476,920000,35000,Diesel,Man,2,2018,1582,7,Force,Gurkha Xplorer
477,1050000,80000,Diesel,Man,1,2016,1799,5,Hyundai,Creta 1.6
478,200000,100000,Petrol,Auto,4,2006,1173,5,Honda,Civic 1.8
479,350000,95000,Petrol,Man,1,2014,2523,5,Premier,Rio Petrol
480,260000,100000,Diesel,Man,1,1995,1199,6,Mahindra,Jeep CL
481,180000,50000,Petrol,Man,3,2012,1197,5,Chevrolet,Beat LS
482,525000,64000,Petrol,Man,1,2015,1496,5,Maruti,Ritz VXI
483,1085000,15509,Petrol,Auto,2,2020,1498,5,Ford,Ecosport 1.5
484,965000,43203,Diesel,Man,2,2018,1086,5,Ford,Ecosport 1.5
485,266000,80000,Petrol,Man,1,2007,1493,5,Hyundai,i10 Era
486,1795000,50000,Diesel,Man,1,2020,998,5,Hyundai,Creta SX
487,460000,40000,Petrol,Auto,2,2017,1498,5,Maruti,Celerio ZXI
488,995000,111000,Diesel,Man,1,2020,1298,5,Skoda,Rapid 1.5
489,120000,73000,Petrol,Man,2,2006,2982,5,Maruti,Esteem Vxi
490,1675000,220000,Diesel,Man,2,2014,1197,7,Toyota,Fortuner 4x2
491,535000,11717,Petrol,Man,2,2017,2143,5,Hyundai,Grand i10
492,5650000,46000,Diesel,Auto,2,2019,1197,5,Mercedes-Benz,GLE 250d
493,648000,15000,Petrol,Man,1,2021,1248,5,Hyundai,Grand i10
494,595000,110000,Diesel,Man,2,2013,2179,7,Maruti,Ertiga ZDI
495,1425000,66968,Diesel,Auto,1,2016,1248,7,Mahindra,XUV500 AT
496,500000,120000,Diesel,Man,2,2015,2523,5,Maruti,Swift Dzire
497,735000,70000,Diesel,Man,1,2018,1197,7,Mahindra,Bolero ZLX
498,755000,47000,Petrol,Auto,2,2017,1298,5,Maruti,Swift Dzire
499,250000,110000,Petrol,Man,4,2006,1199,5,Maruti,Swift ZXI
500,495000,81000,Diesel,Man,2,2012,1497,5,Volkswagen,Polo Diesel
501,225000,70000,Petrol,Auto,3,2005,1497,5,Honda,City CVT
502,1595000,12662,Petrol,Man,1,2021,1591,5,Hyundai,Creta SX
503,1025000,14000,Petrol,Man,1,2018,1591,5,Hyundai,Creta 1.6
504,575000,56000,Petrol,Man,2,2014,1248,5,Hyundai,Verna 1.6
505,996000,54000,Diesel,Man,1,2019,1197,5,Maruti,Vitara Brezza
506,775000,63000,Petrol,Man,1,2020,1797,5,Hyundai,i20 Magna
507,520000,40000,Petrol,Man,2,2013,1061,5,Hyundai,Elantra SX
508,210000,60000,Petrol,Man,2,2008,1498,5,Maruti,Zen Estilo
509,600000,80000,Diesel,Man,2,2013,1248,5,Ford,Ecosport 1.5
510,650000,120000,Diesel,Man,1,2016,1462,7,Maruti,Ertiga SHVS
511,585000,15000,Petrol,Man,2,2022,1298,5,Toyota,Urban cruiser
512,292000,295000,Petrol,Man,2,2009,1248,5,Maruti,Swift Dzire
513,650000,60000,Diesel,Man,3,2017,1498,5,Maruti,Baleno 1.3
514,425000,50000,Petrol,Auto,1,2014,1198,5,Renault,Scala RxZ
515,445000,55000,Petrol,Man,2,2014,1499,5,Honda,Brio VX
516,675000,77000,Petrol,Auto,2,2014,1197,5,Ford,Ecosport 1.5
517,533000,33389,Petrol,Man,1,2015,1396,5,Hyundai,i20 Sportz
518,536000,17526,Petrol,Man,1,2014,1197,5,Hyundai,Verna 1.4
519,564000,15757,Petrol,Man,1,2018,1197,5,Hyundai,Grand i10
520,278000,8183,Petrol,Man,1,2012,1197,5,Hyundai,i10 Sportz
521,583000,32590,Petrol,Man,1,2017,1497,5,Maruti,Baleno 1.2
522,699000,45423,Petrol,Man,2,2016,1591,5,Honda,City i
523,900000,52481,Petrol,Auto,2,2016,1197,5,Hyundai,Creta 1.6
524,453000,22915,Petrol,Man,1,2017,1197,5,Maruti,Ignis 1.2
525,601000,72123,Petrol,Man,1,2017,1197,5,Maruti,Swift Dzire
526,575000,37965,Petrol,Man,1,2017,1197,5,Hyundai,i20 1.2
527,530000,27651,Petrol,Man,1,2018,1199,5,Hyundai,Grand i10
528,495000,92771,Petrol,Man,1,2016,1591,5,Honda,Jazz 1.2
529,1028000,51956,Petrol,Man,1,2018,1198,5,Hyundai,Verna VTVT
530,399000,34048,Petrol,Man,1,2017,2993,5,Mahindra,KUV 100
531,6350000,47000,Diesel,Auto,1,2017,1968,5,BMW,7 Series
532,1400000,60000,Diesel,Auto,3,2014,1950,5,Audi,Q3 2.0
533,4775000,43000,Diesel,Auto,1,2019,1591,5,Mercedes-Benz,GLC 220d
534,811000,58596,Petrol,Man,1,2017,2967,5,Hyundai,Creta 1.6
535,4850000,70000,Diesel,Auto,1,2017,1248,7,Audi,Q7 45
536,675000,69000,Diesel,Man,1,2016,1197,5,Maruti,Ciaz ZDi
537,228000,50152,Petrol,Man,1,2011,1461,5,Hyundai,i10 Magna
538,514000,62164,Diesel,Man,1,2014,1591,5,Renault,Duster 85PS
539,820000,49929,Petrol,Man,1,2017,1197,5,Hyundai,Creta 1.6
540,491000,60393,Petrol,Man,1,2017,1598,5,Maruti,Ignis 1.2
541,588000,46281,Petrol,Auto,1,2016,1199,5,Skoda,Rapid 1.6
542,553000,53201,Petrol,Man,1,2017,1798,5,Honda,Jazz 1.2
543,710000,80056,Petrol,Man,1,2015,1197,5,Toyota,Corolla Altis
544,320000,76175,Petrol,Man,1,2013,1497,5,Hyundai,Grand i10
545,601000,51493,Petrol,Man,1,2015,1197,5,Honda,City i
546,532000,63141,Petrol,Man,1,2015,1248,5,Maruti,Swift Dzire
547,651000,37057,Diesel,Man,2,2017,1798,5,Maruti,Baleno 1.3
548,852000,60865,Petrol,Man,1,2015,2179,5,Toyota,Corolla Altis
549,1110000,45407,Diesel,Man,2,2018,2179,7,Mahindra,XUV500 W7
550,1183000,52652,Diesel,Man,1,2019,1497,7,Mahindra,XUV500 W5
551,1060000,42923,Diesel,Man,1,2019,1591,5,Mahindra,XUV300 W8
552,920000,56052,Petrol,Man,1,2017,1396,5,Hyundai,Creta 1.6
553,651000,42923,Diesel,Man,1,2017,1591,5,Hyundai,i20 Active
554,844000,32733,Petrol,Man,2,2018,1086,5,Hyundai,Verna VTVT
555,211000,62207,Petrol,Man,1,2013,1197,5,Hyundai,Santro Xing
556,603000,48352,Petrol,Man,2,2017,1199,5,Hyundai,i20 1.2
557,600000,57080,Petrol,Auto,1,2016,1373,5,Honda,Jazz 1.2
558,630000,43168,Petrol,Man,1,2016,1248,5,Maruti,Ciaz ZXi
559,823000,69517,Diesel,Man,1,2017,1197,5,Maruti,SX4 S
560,618000,54166,Petrol,Auto,1,2016,1399,5,Maruti,Baleno 1.2
561,285000,67000,Diesel,Man,1,2014,1197,5,Ford,Figo Diesel
562,425000,21000,Petrol,Auto,1,2012,998,5,Maruti,Swift Dzire
563,390000,67200,Cng,Man,1,2014,1248,5,Maruti,Wagon R
564,675000,69000,Diesel,Man,1,2016,998,5,Maruti,Ciaz ZDi
565,425000,46000,Petrol,Auto,2,2015,1991,5,Maruti,Wagon R
566,2090000,42000,Petrol,Auto,1,2016,998,5,Mercedes-Benz,CLA 200
567,490000,59000,Cng,Man,1,2019,1968,5,Maruti,Wagon R
568,2411000,50000,Diesel,Auto,1,2015,2179,5,Audi,A6 35
569,490000,115000,Diesel,Man,1,2012,1799,7,Mahindra,XUV500 W8
570,395000,68000,Petrol,Auto,1,2010,1995,5,Honda,Civic 1.8
571,770000,29000,Petrol,Auto,2,2012,1199,5,BMW,3 Series
572,575000,68000,Petrol,Auto,1,2016,1199,5,Honda,Jazz V
573,545000,43000,Petrol,Man,1,2016,1968,5,Honda,Jazz 1.2
574,3000000,23000,Diesel,Auto,2,2019,1495,5,Audi,Q3 35
575,185000,68000,Petrol,Man,1,2009,1197,5,Hyundai,Accent Executive
576,540000,31000,Petrol,Auto,1,2016,1497,5,Hyundai,Grand i10
577,325000,60000,Petrol,Man,2,2011,1498,5,Honda,City 1.5
578,360000,59000,Petrol,Man,1,2013,1199,5,Nissan,Sunny XL
579,245000,61000,Petrol,Man,1,2014,1991,5,Chevrolet,Beat LT
580,1500000,52000,Petrol,Auto,2,2013,1197,5,Mercedes-Benz,E-Class E
581,585000,41000,Petrol,Man,1,2016,1197,5,Maruti,Swift Dzire
582,495000,40008,Petrol,Man,1,2014,1591,5,Hyundai,i20 Asta
583,1225000,38170,Petrol,Man,1,2019,1248,5,Hyundai,Creta 1.6
584,725000,47000,Diesel,Man,1,2016,1248,5,Maruti,Ciaz ZDi
585,975000,42332,Diesel,Man,1,2018,1498,5,Maruti,SX4 S
586,285000,34000,Petrol,Man,1,2012,1197,5,Nissan,Sunny XE
587,550000,13000,Petrol,Man,1,2017,1462,5,Maruti,Swift VVT
588,1125000,10000,Petrol,Auto,1,2021,1197,5,Maruti,Ciaz Alpha
589,399000,37000,Petrol,Man,1,2012,1591,5,Hyundai,i20 1.2
590,1000000,39000,Petrol,Auto,2,2017,1582,5,Hyundai,Creta 1.6
591,995000,129000,Diesel,Auto,1,2016,1353,5,Hyundai,Creta 1.6
592,1921000,20000,Petrol,Auto,1,2021,1197,5,Kia,Seltos GTX
593,399000,39000,Petrol,Man,1,2013,998,5,Maruti,Swift VXI
594,465000,72000,Cng,Man,1,2017,1582,5,Maruti,Wagon R
595,1100000,63000,Diesel,Auto,1,2017,4461,5,Hyundai,Creta 1.6
596,9100000,90000,Diesel,Auto,1,2015,1995,7,Toyota,Land Cruiser
597,2550000,66000,Diesel,Auto,1,2016,1991,5,BMW,3 Series
598,1950000,27000,Petrol,Auto,2,2016,1591,5,Mercedes-Benz,CLA 200
599,650000,94000,Petrol,Auto,1,2016,998,5,Hyundai,Verna 1.6
600,890000,26000,Petrol,Man,1,2019,998,5,Hyundai,Venue S
601,1125000,1199,Petrol,Man,1,2021,2143,5,Hyundai,Venue SX
602,3950000,51000,Diesel,Auto,2,2016,2967,5,Mercedes-Benz,GLE 250d
603,1975000,83800,Diesel,Auto,2,2013,1364,7,Audi,Q7 3.0
604,545000,75000,Diesel,Man,1,2016,998,5,Toyota,Etios Cross
605,225000,13000,Petrol,Man,1,2012,1197,5,Maruti,Alto K10
606,625000,43136,Petrol,Man,1,2017,1997,5,Maruti,Swift Dzire
607,7000000,18100,Diesel,Auto,1,2020,2143,5,Land,Rover Range
608,4250000,46000,Diesel,Auto,1,2016,1198,5,Mercedes-Benz,GLE 250d
609,345000,32000,Petrol,Man,2,2013,1995,5,Volkswagen,Polo Petrol
610,1675000,50000,Diesel,Auto,1,2014,1497,5,BMW,3 Series
611,735000,58000,Petrol,Auto,1,2016,1497,5,Honda,City i
612,158000,86108,Petrol,Man,1,2006,1198,5,Honda,City VTEC
613,250000,55630,Petrol,Man,1,2011,1199,5,Nissan,Micra XV
614,134000,63723,Petrol,Man,1,2010,2400,5,Chevrolet,Beat LS
615,1325000,33000,Diesel,Auto,2,2014,998,5,Volvo,S60 D5
616,340000,75270,Cng,Man,1,2016,1197,5,Maruti,Wagon R
617,264000,80502,Petrol,Man,3,2011,1368,5,Hyundai,i20 1.2
618,224000,39520,Petrol,Man,1,2013,2498,5,Fiat,Linea 1.4
619,1800000,38000,Petrol,Auto,1,2017,2179,5,Toyota,Camry 2.5
620,463000,116509,Diesel,Man,2,2012,2967,7,Mahindra,XUV500 W8
621,1085000,76398,Diesel,Auto,2,2012,1995,5,Audi,A6 3.0
622,2674000,36000,Diesel,Auto,1,2017,1248,5,BMW,3 Series
623,604000,64803,Diesel,Man,1,2016,1197,5,Maruti,Ciaz VDi
624,252000,34453,Petrol,Man,1,2010,1197,5,Hyundai,i20 1.2
625,575000,17348,Petrol,Auto,2,2017,1968,5,Maruti,Swift Dzire
626,1465000,51000,Diesel,Auto,2,2013,1497,5,Audi,Q5 2.0
627,565000,58000,Petrol,Man,1,2014,1497,5,Honda,City i
628,600000,102732,Diesel,Man,1,2018,1498,5,Tata,Nexon 1.5
629,400000,90592,Petrol,Auto,1,2013,1995,5,Nissan,Sunny XL
630,4375000,22000,Diesel,Auto,1,2020,0,5,BMW,X1 sDrive
631,1550000,10000,Electric,Auto,1,2022,2993,5,Tata,Nexon EV
632,7250000,22000,Diesel,Auto,1,2017,1193,4,BMW,7 Series
633,325000,65000,Petrol,Man,2,2015,1995,5,Tata,Zest Revotron
634,1625000,59000,Diesel,Auto,1,2018,1199,5,Hyundai,Tucson 2.0
635,495000,42306,Petrol,Auto,1,2015,1197,5,Honda,Jazz 1.2
636,465000,26000,Petrol,Man,1,2014,998,5,Maruti,Swift Dzire
637,160000,71000,Petrol,Man,3,2009,1984,5,Maruti,A-Star Vxi
638,1175000,44000,Petrol,Auto,1,2010,1999,4,Volkswagen,Beetle 2.0
639,3700000,11000,Petrol,Auto,1,2017,1198,5,Land,Rover Discovery
640,470000,19062,Petrol,Man,1,2015,1199,5,Honda,Amaze VX
641,835000,28000,Petrol,Man,1,2018,2993,5,Honda,WR-V i-VTEC
642,3200000,78000,Diesel,Auto,1,2015,1197,5,BMW,X5 xDrive
643,390000,28148,Petrol,Man,1,2014,1199,5,Hyundai,Grand i10
644,398000,83634,Diesel,Man,1,2013,1373,5,Volkswagen,Polo Diesel
645,711000,36845,Petrol,Man,1,2016,1798,7,Maruti,Ertiga BSIV
646,781000,57000,Petrol,Auto,1,2015,1591,5,Toyota,Corolla Altis
647,825000,43417,Petrol,Man,1,2015,1199,5,Hyundai,Creta 1.6
648,775000,4800,Petrol,Auto,1,2019,1197,5,Honda,Amaze S
649,300000,58955,Petrol,Man,1,2014,2143,5,Maruti,Ritz VXi
650,2025000,30000,Diesel,Auto,2,2015,1591,5,Mercedes-Benz,E-Class E250
651,911000,45005,Petrol,Man,1,2016,1493,5,Hyundai,Creta 1.6
652,599000,42032,Diesel,Auto,2,2016,1498,7,Mahindra,TUV 300
653,436000,89653,Diesel,Man,3,2014,3198,7,Honda,Mobilio S
654,2650000,67000,Diesel,Auto,1,2017,1373,7,Ford,Endeavour 3.2
655,625000,75765,Petrol,Man,2,2014,2354,7,Maruti,Ertiga VXI
656,1250000,74007,Petrol,Auto,1,2015,2179,5,Honda,CR-V 2.4L
657,590000,63457,Diesel,Man,2,2013,1591,7,Mahindra,XUV500 W8
658,625000,57000,Petrol,Auto,2,2016,1197,5,Hyundai,Verna 1.6
659,375000,52217,Petrol,Man,2,2017,1451,5,Maruti,Ignis 1.2
660,1595000,28000,Petrol,Auto,1,2019,1497,5,MG,Hector Sharp
661,285000,69000,Petrol,Auto,1,2009,2967,5,Honda,City 1.5
662,4650000,75000,Diesel,Auto,1,2016,1498,7,Audi,Q7 45
663,393000,71033,Diesel,Man,2,2014,1248,5,Volkswagen,Polo 1.5
664,199000,92860,Diesel,Man,1,2008,1995,5,Maruti,Swift Vdi
665,1495000,48000,Diesel,Auto,1,2013,2967,5,BMW,3 Series
666,2250000,76000,Diesel,Auto,1,2013,1199,7,Audi,Q7 3.0
667,1115000,26000,Petrol,Auto,1,2020,1373,5,Tata,Nexon XZA
668,699000,23000,Petrol,Man,1,2016,1497,7,Maruti,Ertiga BSIV
669,300000,77132,Petrol,Man,1,2012,1498,5,Honda,City E
670,575000,52000,Diesel,Auto,2,2015,1197,5,Skoda,Rapid 1.5
671,475000,30000,Petrol,Man,1,2016,2179,5,Hyundai,Grand i10
672,1035000,58000,Diesel,Man,1,2016,1896,7,Mahindra,Scorpio S10
673,135000,118971,Diesel,Auto,2,2008,1197,5,Skoda,New Laura
674,624000,51000,Petrol,Auto,1,2016,1298,5,Volkswagen,Vento 1.2
676,165000,103000,Petrol,Man,3,2008,1197,5,Honda,City EXi
677,349000,48150,Petrol,Man,1,2014,1995,5,Toyota,Etios Liva
678,2050000,65000,Diesel,Auto,1,2017,1298,5,BMW,3 Series
679,155000,78598,Petrol,Man,3,2008,1197,5,Maruti,Swift 1.3
680,515000,53633,Petrol,Man,1,2016,1796,5,Maruti,Swift Dzire
681,1511000,60000,Petrol,Auto,1,2013,1498,5,Mercedes-Benz,E-Class E
682,1490000,6701,Petrol,Auto,1,2021,1591,5,Honda,City ZX
683,995000,36000,Petrol,Man,1,2017,2982,5,Hyundai,Creta 1.6
684,1950000,63000,Diesel,Auto,1,2015,1798,7,Toyota,Fortuner 4x2
685,1000000,70000,Petrol,Auto,1,2017,1598,5,Toyota,Corolla Altis
686,273000,71760,Petrol,Auto,1,2010,998,5,Volkswagen,Vento Petrol
687,145000,41000,Petrol,Man,1,2008,1968,5,Maruti,Zen Estilo
688,913000,84612,Diesel,Auto,1,2014,2143,5,Skoda,Octavia Elegance
689,1865000,70000,Diesel,Auto,1,2015,1248,5,Mercedes-Benz,E-Class E250
690,593000,124183,Diesel,Man,1,2017,1493,5,Maruti,Ciaz VDI
691,765000,33647,Diesel,Man,1,2015,1248,7,Mahindra,TUV 300
692,435000,96000,Diesel,Man,2,2014,2143,5,Maruti,Swift VDI
693,2925000,42000,Diesel,Auto,1,2017,1451,5,Mercedes-Benz,C-Class C
694,1725000,12800,Petrol,Auto,1,2020,1197,5,MG,Hector Sharp
695,201000,72504,Petrol,Man,2,2009,998,5,Hyundai,i10 Magna
696,341000,47756,Cng,Man,1,2016,4461,5,Maruti,Wagon R
697,9500000,21000,Diesel,Auto,1,2018,998,7,Toyota,Land Cruiser
698,390000,80425,Petrol,Man,1,2015,796,5,Maruti,Celerio VXI
699,140000,41643,Petrol,Man,1,2008,1591,5,Maruti,Alto LXi
700,375000,37125,Petrol,Man,1,2011,1497,5,Hyundai,Verna 1.6
701,570000,34511,Petrol,Man,2,2015,1591,5,Honda,City i
702,352000,87013,Petrol,Man,3,2013,1497,5,Hyundai,Verna 1.6
703,271000,149232,Petrol,Man,1,2010,1598,5,Honda,City 1.5
704,254000,82145,Petrol,Man,3,2012,2184,5,Volkswagen,Vento Petrol
705,1545000,28000,Diesel,Man,1,2020,1364,4,Mahindra,Thar AX
706,282000,75805,Diesel,Man,1,2011,1199,5,Toyota,Etios Liva
707,1215000,13093,Petrol,Auto,1,2022,1497,5,Tata,Nexon XZA
708,399000,47330,Petrol,Man,1,2013,1498,5,Honda,City i
